Datetime,Date,Time,Temp,pH ,mV[pH],ORP[mV],EC,EC Abs,RES[KOhm-cm],TDS [ppt],Sal.[psu],Sigma T[sT],Press.[psi],D.O.[%],D.O.[mg/L]
11/17/2021 10:08:42 p. m.,2021/11/17,10:08:42 p. m.,16.89,5.46,103.4,249.9,656,555,1.5,0.328,0.32,0,10.811,60.7,4.28
11/17/2021 10:08:47 p. m.,2021/11/17,10:08:47 p. m.,16.89,5.46,103.4,249.9,656,555,1.5,0.328,0.32,0,10.812,60.9,4.3
11/17/2021 10:08:52 p. m.,2021/11/17,10:08:52 p. m.,16.88,5.46,103.4,249.9,656,555,1.5,0.328,0.32,0,10.813,61,4.31
11/17/2021 10:08:57 p. m.,2021/11/17,10:08:57 p. m.,16.88,5.46,103.4,250,656,555,1.5,0.328,0.32,0,10.813,61,4.31
11/17/2021 10:09:02 p. m.,2021/11/17,10:09:02 p. m.,16.88,5.46,103.4,250,655,554,1.5,0.328,0.32,0,10.814,61,4.31
11/17/2021 10:09:07 p. m.,2021/11/17,10:09:07 p. m.,16.88,5.46,103.4,250,655,554,1.5,0.328,0.32,0,10.814,61.6,4.35
11/17/2021 10:09:12 p. m.,2021/11/17,10:09:12 p. m.,16.88,5.46,103.4,250,655,554,1.5,0.328,0.32,0,10.813,62.1,4.39
11/17/2021 10:09:17 p. m.,2021/11/17,10:09:17 p. m.,16.88,5.46,103.4,250,656,555,1.5,0.328,0.32,0,10.812,61.9,4.37
11/17/2021 10:09:22 p. m.,2021/11/17,10:09:22 p. m.,16.88,5.46,103.4,250,656,554,1.5,0.328,0.32,0,10.813,61.5,4.34
11/17/2021 10:09:27 p. m.,2021/11/17,10:09:27 p. m.,16.88,5.46,103.6,250,656,555,1.5,0.328,0.32,0,10.812,61.1,4.31
11/17/2021 10:09:32 p. m.,2021/11/17,10:09:32 p. m.,16.88,5.46,103.5,249.9,656,555,1.5,0.328,0.32,0,10.813,60.9,4.3
11/17/2021 10:09:37 p. m.,2021/11/17,10:09:37 p. m.,16.88,5.46,103.5,249.9,656,555,1.5,0.328,0.32,0,10.813,60.7,4.29
11/17/2021 10:09:42 p. m.,2021/11/17,10:09:42 p. m.,16.88,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.812,60.5,4.28
11/17/2021 10:09:47 p. m.,2021/11/17,10:09:47 p. m.,16.88,5.46,103.5,250,656,555,1.5,0.328,0.32,0,10.813,60.4,4.27
11/17/2021 10:09:52 p. m.,2021/11/17,10:09:52 p. m.,16.88,5.46,103.4,250,656,554,1.5,0.328,0.32,0,10.812,60.6,4.28
11/17/2021 10:09:57 p. m.,2021/11/17,10:09:57 p. m.,16.88,5.46,103.4,249.9,655,554,1.5,0.328,0.32,0,10.812,60.7,4.29
11/17/2021 10:10:02 p. m.,2021/11/17,10:10:02 p. m.,16.88,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.814,60.4,4.27
11/17/2021 10:10:07 p. m.,2021/11/17,10:10:07 p. m.,16.88,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.812,60.1,4.24
11/17/2021 10:10:12 p. m.,2021/11/17,10:10:12 p. m.,16.88,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.813,59.8,4.22
11/17/2021 10:10:17 p. m.,2021/11/17,10:10:17 p. m.,16.88,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.812,59.7,4.21
11/17/2021 10:10:22 p. m.,2021/11/17,10:10:22 p. m.,16.88,5.46,103.4,249.9,655,554,1.5,0.328,0.32,0,10.812,59.5,4.2
11/17/2021 10:10:27 p. m.,2021/11/17,10:10:27 p. m.,16.88,5.46,103.4,249.9,656,555,1.5,0.328,0.32,0,10.813,59.6,4.21
11/17/2021 10:10:32 p. m.,2021/11/17,10:10:32 p. m.,16.88,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.814,59.8,4.22
11/17/2021 10:10:37 p. m.,2021/11/17,10:10:37 p. m.,16.88,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.815,59.7,4.22
11/17/2021 10:10:42 p. m.,2021/11/17,10:10:42 p. m.,16.88,5.46,103.4,249.9,656,555,1.5,0.328,0.32,0,10.812,59.6,4.21
11/17/2021 10:10:47 p. m.,2021/11/17,10:10:47 p. m.,16.88,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.811,59.4,4.2
11/17/2021 10:10:52 p. m.,2021/11/17,10:10:52 p. m.,16.88,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.812,59.2,4.18
11/17/2021 10:10:57 p. m.,2021/11/17,10:10:57 p. m.,16.88,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.813,59,4.17
11/17/2021 10:11:02 p. m.,2021/11/17,10:11:02 p. m.,16.88,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.813,59.1,4.17
11/17/2021 10:11:07 p. m.,2021/11/17,10:11:07 p. m.,16.88,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.813,59.3,4.19
11/17/2021 10:11:12 p. m.,2021/11/17,10:11:12 p. m.,16.88,5.46,103.4,249.9,655,554,1.5,0.328,0.32,0,10.813,59.4,4.2
11/17/2021 10:11:17 p. m.,2021/11/17,10:11:17 p. m.,16.88,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.81,59.4,4.19
11/17/2021 10:11:22 p. m.,2021/11/17,10:11:22 p. m.,16.88,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.812,59.2,4.18
11/17/2021 10:11:27 p. m.,2021/11/17,10:11:27 p. m.,16.87,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.812,58.8,4.15
11/17/2021 10:11:32 p. m.,2021/11/17,10:11:32 p. m.,16.87,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.813,58.6,4.14
11/17/2021 10:11:37 p. m.,2021/11/17,10:11:37 p. m.,16.87,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.813,58.7,4.15
11/17/2021 10:11:42 p. m.,2021/11/17,10:11:42 p. m.,16.87,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.814,60.9,4.3
11/17/2021 10:11:47 p. m.,2021/11/17,10:11:47 p. m.,16.87,5.46,103.6,249.9,656,554,1.5,0.328,0.32,0,10.815,60.8,4.3
11/17/2021 10:11:52 p. m.,2021/11/17,10:11:52 p. m.,16.87,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.816,60.7,4.29
11/17/2021 10:11:57 p. m.,2021/11/17,10:11:57 p. m.,16.87,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.814,60.7,4.29
11/17/2021 10:12:02 p. m.,2021/11/17,10:12:02 p. m.,16.87,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.815,60.2,4.26
11/17/2021 10:12:07 p. m.,2021/11/17,10:12:07 p. m.,16.87,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.814,60,4.24
11/17/2021 10:12:12 p. m.,2021/11/17,10:12:12 p. m.,16.87,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.813,59.6,4.21
11/17/2021 10:12:17 p. m.,2021/11/17,10:12:17 p. m.,16.87,5.46,103.4,249.9,656,554,1.5,0.328,0.32,0,10.813,59.4,4.19
11/17/2021 10:12:22 p. m.,2021/11/17,10:12:22 p. m.,16.87,5.46,103.4,250,656,554,1.5,0.328,0.32,0,10.813,60,4.24
11/17/2021 10:12:27 p. m.,2021/11/17,10:12:27 p. m.,16.87,5.46,103.4,250,656,554,1.5,0.328,0.32,0,10.813,62.8,4.44
11/17/2021 10:12:32 p. m.,2021/11/17,10:12:32 p. m.,16.87,5.46,103.5,250,656,554,1.5,0.328,0.32,0,10.814,61.9,4.37
11/17/2021 10:12:37 p. m.,2021/11/17,10:12:37 p. m.,16.87,5.46,103.6,250,656,554,1.5,0.328,0.32,0,10.812,61.5,4.34
11/17/2021 10:12:42 p. m.,2021/11/17,10:12:42 p. m.,16.87,5.46,103.4,250,656,554,1.5,0.328,0.32,0,10.811,61.4,4.33
11/17/2021 10:12:47 p. m.,2021/11/17,10:12:47 p. m.,16.87,5.46,103.5,250,656,554,1.5,0.328,0.32,0,10.812,61.1,4.32
11/17/2021 10:12:52 p. m.,2021/11/17,10:12:52 p. m.,16.87,5.46,103.5,250,656,554,1.5,0.328,0.32,0,10.813,60.9,4.3
11/17/2021 10:12:57 p. m.,2021/11/17,10:12:57 p. m.,16.87,5.46,103.5,250.1,656,554,1.5,0.328,0.32,0,10.812,60.7,4.29
11/17/2021 10:13:02 p. m.,2021/11/17,10:13:02 p. m.,16.87,5.46,103.5,250.1,656,554,1.5,0.328,0.32,0,10.812,60.4,4.27
11/17/2021 10:13:07 p. m.,2021/11/17,10:13:07 p. m.,16.87,5.46,103.4,250.1,656,554,1.5,0.328,0.32,0,10.811,60.8,4.3
11/17/2021 10:13:12 p. m.,2021/11/17,10:13:12 p. m.,16.86,5.46,103.5,250.1,656,554,1.5,0.328,0.32,0,10.81,61.7,4.36
11/17/2021 10:13:17 p. m.,2021/11/17,10:13:17 p. m.,16.86,5.46,103.6,250.1,656,554,1.5,0.328,0.32,0,10.808,61.5,4.34
11/17/2021 10:13:22 p. m.,2021/11/17,10:13:22 p. m.,16.86,5.46,103.5,250.1,656,554,1.5,0.328,0.32,0,10.809,61.1,4.31
11/17/2021 10:13:27 p. m.,2021/11/17,10:13:27 p. m.,16.86,5.46,103.5,250.2,656,554,1.5,0.328,0.32,0,10.812,60.5,4.28
11/17/2021 10:13:32 p. m.,2021/11/17,10:13:32 p. m.,16.86,5.46,103.5,250.2,656,554,1.5,0.328,0.32,0,10.811,60.3,4.26
11/17/2021 10:13:37 p. m.,2021/11/17,10:13:37 p. m.,16.86,5.46,103.5,250.2,656,554,1.5,0.328,0.32,0,10.812,60.6,4.28
11/17/2021 10:13:42 p. m.,2021/11/17,10:13:42 p. m.,16.86,5.46,103.5,250.2,656,554,1.5,0.328,0.32,0,10.811,60.9,4.3
11/17/2021 10:13:47 p. m.,2021/11/17,10:13:47 p. m.,16.86,5.46,103.5,250.2,656,554,1.5,0.328,0.32,0,10.811,60.9,4.3
11/17/2021 10:13:52 p. m.,2021/11/17,10:13:52 p. m.,16.86,5.46,103.5,250.3,656,554,1.5,0.328,0.32,0,10.811,60.6,4.28
11/17/2021 10:13:57 p. m.,2021/11/17,10:13:57 p. m.,16.86,5.46,103.5,250.3,656,554,1.5,0.328,0.32,0,10.811,60.7,4.29
11/17/2021 10:14:02 p. m.,2021/11/17,10:14:02 p. m.,16.86,5.46,103.5,250.3,656,554,1.5,0.328,0.32,0,10.813,61,4.31
11/17/2021 10:14:07 p. m.,2021/11/17,10:14:07 p. m.,16.86,5.46,103.5,250.3,656,554,1.5,0.328,0.32,0,10.813,61.1,4.32
11/17/2021 10:14:12 p. m.,2021/11/17,10:14:12 p. m.,16.86,5.46,103.5,250.3,656,554,1.5,0.328,0.32,0,10.814,60.8,4.3
11/17/2021 10:14:17 p. m.,2021/11/17,10:14:17 p. m.,16.86,5.46,103.5,250.3,656,554,1.5,0.328,0.32,0,10.813,60.5,4.28
11/17/2021 10:14:22 p. m.,2021/11/17,10:14:22 p. m.,16.86,5.46,103.5,250.3,656,554,1.5,0.328,0.32,0,10.813,60.3,4.26
11/17/2021 10:14:27 p. m.,2021/11/17,10:14:27 p. m.,16.86,5.46,103.5,250.3,656,554,1.5,0.328,0.32,0,10.812,60.3,4.26
11/17/2021 10:14:32 p. m.,2021/11/17,10:14:32 p. m.,16.86,5.46,103.5,250.3,656,554,1.5,0.328,0.32,0,10.812,60.3,4.26
11/17/2021 10:14:37 p. m.,2021/11/17,10:14:37 p. m.,16.86,5.46,103.5,250.3,656,554,1.5,0.328,0.32,0,10.811,60.2,4.25
11/17/2021 10:14:42 p. m.,2021/11/17,10:14:42 p. m.,16.86,5.46,103.7,250.3,656,554,1.5,0.328,0.32,0,10.813,60.3,4.26
11/17/2021 10:14:47 p. m.,2021/11/17,10:14:47 p. m.,16.86,5.46,103.5,250.3,656,554,1.5,0.328,0.32,0,10.811,60.9,4.31
11/17/2021 10:14:52 p. m.,2021/11/17,10:14:52 p. m.,16.86,5.46,103.5,250.4,656,554,1.5,0.328,0.32,0,10.811,60.9,4.3
11/17/2021 10:14:57 p. m.,2021/11/17,10:14:57 p. m.,16.86,5.46,103.6,250.4,656,554,1.5,0.328,0.32,0,10.811,60.5,4.27
11/17/2021 10:15:02 p. m.,2021/11/17,10:15:02 p. m.,16.86,5.46,103.6,250.4,656,554,1.5,0.328,0.32,0,10.811,60,4.24
11/17/2021 10:15:07 p. m.,2021/11/17,10:15:07 p. m.,16.86,5.46,103.6,250.4,656,554,1.5,0.328,0.32,0,10.811,59.6,4.21
11/17/2021 10:15:12 p. m.,2021/11/17,10:15:12 p. m.,16.86,5.46,103.6,250.4,656,554,1.5,0.328,0.32,0,10.809,59.3,4.19
11/17/2021 10:15:17 p. m.,2021/11/17,10:15:17 p. m.,16.86,5.46,103.6,250.4,656,554,1.5,0.328,0.32,0,10.811,59.5,4.2
11/17/2021 10:15:22 p. m.,2021/11/17,10:15:22 p. m.,16.85,5.46,103.6,250.4,656,554,1.5,0.328,0.32,0,10.812,59.3,4.19
11/17/2021 10:15:27 p. m.,2021/11/17,10:15:27 p. m.,16.85,5.46,103.6,250.4,656,554,1.5,0.328,0.32,0,10.812,59,4.17
11/17/2021 10:15:32 p. m.,2021/11/17,10:15:32 p. m.,16.85,5.46,103.6,250.4,656,554,1.5,0.328,0.32,0,10.811,59,4.17
11/17/2021 10:15:37 p. m.,2021/11/17,10:15:37 p. m.,16.85,5.46,103.6,250.4,656,554,1.5,0.328,0.32,0,10.811,58.7,4.15
11/17/2021 10:15:42 p. m.,2021/11/17,10:15:42 p. m.,16.85,5.46,103.5,250.4,656,554,1.5,0.328,0.32,0,10.812,58.8,4.16
11/17/2021 10:15:47 p. m.,2021/11/17,10:15:47 p. m.,16.84,5.46,103.5,250.4,656,554,1.5,0.328,0.32,0,10.811,58.8,4.15
11/17/2021 10:15:52 p. m.,2021/11/17,10:15:52 p. m.,16.85,5.46,103.6,250.4,656,554,1.5,0.328,0.32,0,10.811,58.7,4.15
11/17/2021 10:15:57 p. m.,2021/11/17,10:15:57 p. m.,16.84,5.46,103.6,250.4,656,554,1.5,0.328,0.32,0,10.813,58.5,4.14
11/17/2021 10:16:02 p. m.,2021/11/17,10:16:02 p. m.,16.84,5.46,103.6,250.4,656,554,1.5,0.328,0.32,0,10.812,58.4,4.13
11/17/2021 10:16:07 p. m.,2021/11/17,10:16:07 p. m.,16.84,5.46,103.6,250.4,656,554,1.5,0.328,0.32,0,10.814,58.6,4.14
11/17/2021 10:16:12 p. m.,2021/11/17,10:16:12 p. m.,16.84,5.46,103.6,250.4,656,554,1.5,0.328,0.32,0,10.814,59.7,4.22
11/17/2021 10:16:17 p. m.,2021/11/17,10:16:17 p. m.,16.84,5.46,103.6,250.4,656,554,1.5,0.328,0.32,0,10.814,60.7,4.29
11/17/2021 10:16:22 p. m.,2021/11/17,10:16:22 p. m.,16.84,5.46,103.6,250.4,656,554,1.5,0.328,0.32,0,10.814,61,4.31
11/17/2021 10:16:27 p. m.,2021/11/17,10:16:27 p. m.,16.84,5.46,103.6,250.5,656,554,1.5,0.328,0.32,0,10.812,61.4,4.34
11/17/2021 10:16:32 p. m.,2021/11/17,10:16:32 p. m.,16.84,5.46,103.6,250.5,656,554,1.5,0.328,0.32,0,10.813,61.2,4.33
11/17/2021 10:16:37 p. m.,2021/11/17,10:16:37 p. m.,16.84,5.46,103.6,250.5,656,554,1.5,0.328,0.32,0,10.813,61,4.31
11/17/2021 10:16:42 p. m.,2021/11/17,10:16:42 p. m.,16.84,5.46,103.6,250.5,656,554,1.5,0.328,0.32,0,10.812,60.6,4.28
11/17/2021 10:16:47 p. m.,2021/11/17,10:16:47 p. m.,16.84,5.46,103.6,250.5,656,554,1.5,0.328,0.32,0,10.815,60.2,4.25
11/17/2021 10:16:52 p. m.,2021/11/17,10:16:52 p. m.,16.84,5.46,103.6,250.5,655,554,1.5,0.328,0.32,0,10.815,59.9,4.23
11/17/2021 10:16:57 p. m.,2021/11/17,10:16:57 p. m.,16.84,5.46,103.6,250.5,656,554,1.5,0.328,0.32,0,10.813,59.7,4.22
11/17/2021 10:17:02 p. m.,2021/11/17,10:17:02 p. m.,16.84,5.46,103.6,250.5,656,554,1.5,0.328,0.32,0,10.813,59.9,4.23
11/17/2021 10:17:07 p. m.,2021/11/17,10:17:07 p. m.,16.84,5.46,103.6,250.5,656,554,1.5,0.328,0.32,0,10.814,60.1,4.25
11/17/2021 10:17:12 p. m.,2021/11/17,10:17:12 p. m.,16.84,5.46,103.6,250.5,656,554,1.5,0.328,0.32,0,10.812,60.2,4.25
11/17/2021 10:17:17 p. m.,2021/11/17,10:17:17 p. m.,16.84,5.46,103.6,250.5,656,554,1.5,0.328,0.32,0,10.811,60,4.24
11/17/2021 10:17:22 p. m.,2021/11/17,10:17:22 p. m.,16.84,5.46,103.7,250.5,656,554,1.5,0.328,0.32,0,10.81,60.1,4.25
11/17/2021 10:17:27 p. m.,2021/11/17,10:17:27 p. m.,16.84,5.46,103.7,250.5,656,554,1.5,0.328,0.32,0,10.815,60.2,4.25
11/17/2021 10:17:32 p. m.,2021/11/17,10:17:32 p. m.,16.84,5.46,103.7,250.5,656,554,1.5,0.328,0.32,0,10.812,60.1,4.24
11/17/2021 10:17:37 p. m.,2021/11/17,10:17:37 p. m.,16.84,5.46,103.7,250.5,656,554,1.5,0.328,0.32,0,10.811,59.9,4.23
11/17/2021 10:17:42 p. m.,2021/11/17,10:17:42 p. m.,16.84,5.46,103.7,250.5,656,554,1.5,0.328,0.32,0,10.812,59.7,4.22
11/17/2021 10:17:47 p. m.,2021/11/17,10:17:47 p. m.,16.84,5.46,103.6,250.5,656,554,1.5,0.328,0.32,0,10.811,59.5,4.2
11/17/2021 10:17:52 p. m.,2021/11/17,10:17:52 p. m.,16.84,5.46,103.7,250.5,656,554,1.5,0.328,0.32,0,10.81,59.4,4.2
11/17/2021 10:17:57 p. m.,2021/11/17,10:17:57 p. m.,16.84,5.46,103.7,250.5,656,554,1.5,0.328,0.32,0,10.811,59.4,4.2
11/17/2021 10:18:02 p. m.,2021/11/17,10:18:02 p. m.,16.84,5.46,103.7,250.5,656,554,1.5,0.328,0.32,0,10.812,59.5,4.21
11/17/2021 10:18:07 p. m.,2021/11/17,10:18:07 p. m.,16.84,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.81,60,4.24
11/17/2021 10:18:12 p. m.,2021/11/17,10:18:12 p. m.,16.84,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.811,60.2,4.26
11/17/2021 10:18:17 p. m.,2021/11/17,10:18:17 p. m.,16.83,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.814,59.9,4.24
11/17/2021 10:18:22 p. m.,2021/11/17,10:18:22 p. m.,16.83,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.811,59.6,4.21
11/17/2021 10:18:27 p. m.,2021/11/17,10:18:27 p. m.,16.83,5.46,103.7,250.4,655,554,1.5,0.328,0.32,0,10.811,59.5,4.21
11/17/2021 10:18:32 p. m.,2021/11/17,10:18:32 p. m.,16.83,5.46,103.7,250.4,655,554,1.5,0.328,0.32,0,10.81,59.8,4.22
11/17/2021 10:18:37 p. m.,2021/11/17,10:18:37 p. m.,16.83,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.811,60.4,4.27
11/17/2021 10:18:42 p. m.,2021/11/17,10:18:42 p. m.,16.83,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.811,61.6,4.35
11/17/2021 10:18:47 p. m.,2021/11/17,10:18:47 p. m.,16.83,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.81,62,4.38
11/17/2021 10:18:52 p. m.,2021/11/17,10:18:52 p. m.,16.83,5.46,103.6,250.4,656,554,1.5,0.328,0.32,0,10.809,61.6,4.35
11/17/2021 10:18:57 p. m.,2021/11/17,10:18:57 p. m.,16.83,5.46,103.6,250.4,656,554,1.5,0.328,0.32,0,10.812,61,4.31
11/17/2021 10:19:02 p. m.,2021/11/17,10:19:02 p. m.,16.83,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.813,60.6,4.29
11/17/2021 10:19:07 p. m.,2021/11/17,10:19:07 p. m.,16.83,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.811,60.3,4.26
11/17/2021 10:19:12 p. m.,2021/11/17,10:19:12 p. m.,16.83,5.46,103.7,250.3,656,554,1.5,0.328,0.32,0,10.812,60.2,4.25
11/17/2021 10:19:17 p. m.,2021/11/17,10:19:17 p. m.,16.82,5.46,103.7,250.3,656,554,1.5,0.328,0.32,0,10.813,60.1,4.25
11/17/2021 10:19:22 p. m.,2021/11/17,10:19:22 p. m.,16.82,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.813,60.2,4.26
11/17/2021 10:19:27 p. m.,2021/11/17,10:19:27 p. m.,16.82,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.812,60.4,4.27
11/17/2021 10:19:32 p. m.,2021/11/17,10:19:32 p. m.,16.82,5.46,103.7,250.3,656,554,1.5,0.328,0.32,0,10.812,60.6,4.28
11/17/2021 10:19:37 p. m.,2021/11/17,10:19:37 p. m.,16.82,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.812,60.7,4.29
11/17/2021 10:19:42 p. m.,2021/11/17,10:19:42 p. m.,16.82,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.812,60.7,4.29
11/17/2021 10:19:47 p. m.,2021/11/17,10:19:47 p. m.,16.82,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.812,60.4,4.27
11/17/2021 10:19:52 p. m.,2021/11/17,10:19:52 p. m.,16.82,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.812,60.1,4.25
11/17/2021 10:19:57 p. m.,2021/11/17,10:19:57 p. m.,16.82,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.813,59.8,4.23
11/17/2021 10:20:02 p. m.,2021/11/17,10:20:02 p. m.,16.82,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.811,59.4,4.2
11/17/2021 10:20:07 p. m.,2021/11/17,10:20:07 p. m.,16.82,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.811,59.1,4.18
11/17/2021 10:20:12 p. m.,2021/11/17,10:20:12 p. m.,16.82,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.811,59,4.17
11/17/2021 10:20:17 p. m.,2021/11/17,10:20:17 p. m.,16.82,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.811,59.1,4.18
11/17/2021 10:20:22 p. m.,2021/11/17,10:20:22 p. m.,16.82,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.811,59.2,4.18
11/17/2021 10:20:27 p. m.,2021/11/17,10:20:27 p. m.,16.82,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.809,59.2,4.18
11/17/2021 10:20:32 p. m.,2021/11/17,10:20:32 p. m.,16.82,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.81,59.2,4.18
11/17/2021 10:20:37 p. m.,2021/11/17,10:20:37 p. m.,16.82,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.81,59,4.17
11/17/2021 10:20:42 p. m.,2021/11/17,10:20:42 p. m.,16.82,5.46,103.8,250.4,656,554,1.5,0.328,0.32,0,10.809,58.8,4.16
11/17/2021 10:20:47 p. m.,2021/11/17,10:20:47 p. m.,16.82,5.46,103.8,250.4,656,554,1.5,0.328,0.32,0,10.808,58.4,4.13
11/17/2021 10:20:52 p. m.,2021/11/17,10:20:52 p. m.,16.82,5.46,103.8,250.4,656,554,1.5,0.328,0.32,0,10.81,58.3,4.12
11/17/2021 10:20:57 p. m.,2021/11/17,10:20:57 p. m.,16.82,5.46,103.8,250.4,656,554,1.5,0.328,0.32,0,10.81,58.6,4.14
11/17/2021 10:21:02 p. m.,2021/11/17,10:21:02 p. m.,16.81,5.46,103.8,250.4,656,554,1.5,0.328,0.32,0,10.811,59,4.17
11/17/2021 10:21:07 p. m.,2021/11/17,10:21:07 p. m.,16.81,5.46,103.8,250.4,656,554,1.5,0.328,0.32,0,10.811,59.1,4.18
11/17/2021 10:21:12 p. m.,2021/11/17,10:21:12 p. m.,16.81,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.809,59.2,4.18
11/17/2021 10:21:17 p. m.,2021/11/17,10:21:17 p. m.,16.81,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.808,59.2,4.19
11/17/2021 10:21:22 p. m.,2021/11/17,10:21:22 p. m.,16.81,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.808,59.3,4.19
11/17/2021 10:21:27 p. m.,2021/11/17,10:21:27 p. m.,16.81,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.809,59.1,4.18
11/17/2021 10:21:32 p. m.,2021/11/17,10:21:32 p. m.,16.81,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.811,59.5,4.21
11/17/2021 10:21:37 p. m.,2021/11/17,10:21:37 p. m.,16.81,5.46,103.8,250.4,656,554,1.5,0.328,0.32,0,10.811,60.7,4.3
11/17/2021 10:21:42 p. m.,2021/11/17,10:21:42 p. m.,16.81,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.809,60.6,4.28
11/17/2021 10:21:47 p. m.,2021/11/17,10:21:47 p. m.,16.81,5.46,103.8,250.4,656,554,1.5,0.328,0.32,0,10.81,61.3,4.34
11/17/2021 10:21:52 p. m.,2021/11/17,10:21:52 p. m.,16.81,5.46,103.8,250.4,656,554,1.5,0.328,0.32,0,10.809,61.8,4.37
11/17/2021 10:21:57 p. m.,2021/11/17,10:21:57 p. m.,16.81,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.809,61.1,4.32
11/17/2021 10:22:02 p. m.,2021/11/17,10:22:02 p. m.,16.81,5.46,103.8,250.4,656,554,1.5,0.328,0.32,0,10.808,60.6,4.28
11/17/2021 10:22:07 p. m.,2021/11/17,10:22:07 p. m.,16.81,5.46,103.8,250.4,656,554,1.5,0.328,0.32,0,10.809,60,4.24
11/17/2021 10:22:12 p. m.,2021/11/17,10:22:12 p. m.,16.81,5.46,103.8,250.4,656,554,1.5,0.328,0.32,0,10.809,59.4,4.2
11/17/2021 10:22:17 p. m.,2021/11/17,10:22:17 p. m.,16.81,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.808,59.2,4.18
11/17/2021 10:22:22 p. m.,2021/11/17,10:22:22 p. m.,16.81,5.45,103.8,250.4,656,554,1.5,0.328,0.32,0,10.807,58.9,4.17
11/17/2021 10:22:27 p. m.,2021/11/17,10:22:27 p. m.,16.81,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.807,58.7,4.15
11/17/2021 10:22:32 p. m.,2021/11/17,10:22:32 p. m.,16.81,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.809,59.2,4.19
11/17/2021 10:22:37 p. m.,2021/11/17,10:22:37 p. m.,16.81,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.809,59.8,4.23
11/17/2021 10:22:42 p. m.,2021/11/17,10:22:42 p. m.,16.81,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.809,59.9,4.23
11/17/2021 10:22:47 p. m.,2021/11/17,10:22:47 p. m.,16.8,5.46,103.7,250.4,656,554,1.5,0.328,0.32,0,10.809,59.6,4.21
