Datetime,Date,Time,Temp,pH ,mV[pH],ORP[mV],EC uS/cm,EC Abs uS/cm,RES[KOhm-cm],TDS [ppt],Sal.[psu],Sigma T[sT],Press.[psi],D.O.[%],D.O.[mg/L],
11/23/2021 4:46:04 a. m.,2021/11/23,4:46:04 a. m.,13.41,4.86,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.785,42.3,3.21,
11/23/2021 4:46:09 a. m.,2021/11/23,4:46:09 a. m.,13.41,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.786,42.3,3.21,
11/23/2021 4:46:14 a. m.,2021/11/23,4:46:14 a. m.,13.41,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.784,42.4,3.22,
11/23/2021 4:46:19 a. m.,2021/11/23,4:46:19 a. m.,13.41,4.85,134.7,315.0,690,538,1.4,0.345,0.34,0.0,10.785,42.3,3.22,
11/23/2021 4:46:24 a. m.,2021/11/23,4:46:24 a. m.,13.41,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.784,42.3,3.21,
11/23/2021 4:46:29 a. m.,2021/11/23,4:46:29 a. m.,13.41,4.85,134.7,315.0,690,538,1.4,0.345,0.34,0.0,10.785,42.2,3.20,
11/23/2021 4:46:34 a. m.,2021/11/23,4:46:34 a. m.,13.41,4.85,134.7,315.0,690,538,1.4,0.345,0.34,0.0,10.784,42.0,3.19,
11/23/2021 4:46:39 a. m.,2021/11/23,4:46:39 a. m.,13.41,4.85,134.7,315.0,690,538,1.4,0.345,0.34,0.0,10.783,41.9,3.18,
11/23/2021 4:46:44 a. m.,2021/11/23,4:46:44 a. m.,13.41,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.782,41.8,3.18,
11/23/2021 4:46:49 a. m.,2021/11/23,4:46:49 a. m.,13.41,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.784,41.8,3.17,
11/23/2021 4:46:54 a. m.,2021/11/23,4:46:54 a. m.,13.41,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.786,41.7,3.17,
11/23/2021 4:46:59 a. m.,2021/11/23,4:46:59 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.784,41.7,3.17,
11/23/2021 4:47:04 a. m.,2021/11/23,4:47:04 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.784,41.6,3.16,
11/23/2021 4:47:09 a. m.,2021/11/23,4:47:09 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.785,41.5,3.16,
11/23/2021 4:47:14 a. m.,2021/11/23,4:47:14 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.784,41.5,3.15,
11/23/2021 4:47:19 a. m.,2021/11/23,4:47:19 a. m.,13.41,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.784,41.5,3.15,
11/23/2021 4:47:24 a. m.,2021/11/23,4:47:24 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.781,41.5,3.16,
11/23/2021 4:47:29 a. m.,2021/11/23,4:47:29 a. m.,13.41,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.783,41.5,3.15,
11/23/2021 4:47:34 a. m.,2021/11/23,4:47:34 a. m.,13.41,4.85,134.7,315.0,690,538,1.4,0.345,0.34,0.0,10.783,41.4,3.14,
11/23/2021 4:47:39 a. m.,2021/11/23,4:47:39 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.782,41.3,3.14,
11/23/2021 4:47:44 a. m.,2021/11/23,4:47:44 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.781,41.3,3.14,
11/23/2021 4:47:49 a. m.,2021/11/23,4:47:49 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.781,41.2,3.13,
11/23/2021 4:47:54 a. m.,2021/11/23,4:47:54 a. m.,13.41,4.85,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.781,41.3,3.13,
11/23/2021 4:47:59 a. m.,2021/11/23,4:47:59 a. m.,13.41,4.85,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.781,41.3,3.13,
11/23/2021 4:48:04 a. m.,2021/11/23,4:48:04 a. m.,13.41,4.85,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.783,41.2,3.13,
11/23/2021 4:48:09 a. m.,2021/11/23,4:48:09 a. m.,13.41,4.85,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.784,41.1,3.12,
11/23/2021 4:48:14 a. m.,2021/11/23,4:48:14 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.782,40.8,3.10,
11/23/2021 4:48:19 a. m.,2021/11/23,4:48:19 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.782,40.7,3.09,
11/23/2021 4:48:24 a. m.,2021/11/23,4:48:24 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.780,40.6,3.09,
11/23/2021 4:48:29 a. m.,2021/11/23,4:48:29 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.781,40.9,3.11,
11/23/2021 4:48:34 a. m.,2021/11/23,4:48:34 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.782,41.3,3.14,
11/23/2021 4:48:39 a. m.,2021/11/23,4:48:39 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.785,41.7,3.17,
11/23/2021 4:48:44 a. m.,2021/11/23,4:48:44 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.783,41.9,3.18,
11/23/2021 4:48:49 a. m.,2021/11/23,4:48:49 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.782,42.0,3.19,
11/23/2021 4:48:54 a. m.,2021/11/23,4:48:54 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.781,42.1,3.20,
11/23/2021 4:48:59 a. m.,2021/11/23,4:48:59 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.783,42.1,3.20,
11/23/2021 4:49:04 a. m.,2021/11/23,4:49:04 a. m.,13.41,4.85,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.783,42.1,3.20,
11/23/2021 4:49:09 a. m.,2021/11/23,4:49:09 a. m.,13.41,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.783,42.1,3.20,
11/23/2021 4:49:14 a. m.,2021/11/23,4:49:14 a. m.,13.41,4.86,134.5,315.0,690,538,1.4,0.345,0.34,0.0,10.783,42.0,3.19,
11/23/2021 4:49:19 a. m.,2021/11/23,4:49:19 a. m.,13.41,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.781,41.9,3.18,
11/23/2021 4:49:24 a. m.,2021/11/23,4:49:24 a. m.,13.41,4.86,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.779,41.8,3.17,
11/23/2021 4:49:29 a. m.,2021/11/23,4:49:29 a. m.,13.41,4.86,134.5,315.0,690,538,1.4,0.345,0.34,0.0,10.781,41.6,3.16,
11/23/2021 4:49:34 a. m.,2021/11/23,4:49:34 a. m.,13.41,4.86,134.5,315.0,690,538,1.4,0.345,0.34,0.0,10.783,41.5,3.16,
11/23/2021 4:49:39 a. m.,2021/11/23,4:49:39 a. m.,13.41,4.86,134.5,315.0,690,538,1.4,0.345,0.34,0.0,10.782,41.5,3.15,
11/23/2021 4:49:44 a. m.,2021/11/23,4:49:44 a. m.,13.41,4.86,134.5,315.0,690,538,1.4,0.345,0.34,0.0,10.781,41.3,3.14,
11/23/2021 4:49:49 a. m.,2021/11/23,4:49:49 a. m.,13.41,4.86,134.5,315.0,690,538,1.4,0.345,0.34,0.0,10.782,41.2,3.13,
11/23/2021 4:49:54 a. m.,2021/11/23,4:49:54 a. m.,13.41,4.86,134.5,315.0,690,538,1.4,0.345,0.34,0.0,10.781,41.1,3.12,
11/23/2021 4:49:59 a. m.,2021/11/23,4:49:59 a. m.,13.41,4.86,134.5,315.0,690,538,1.4,0.345,0.34,0.0,10.781,41.0,3.12,
11/23/2021 4:50:04 a. m.,2021/11/23,4:50:04 a. m.,13.41,4.86,134.5,314.9,690,538,1.4,0.345,0.34,0.0,10.780,41.0,3.12,
11/23/2021 4:50:09 a. m.,2021/11/23,4:50:09 a. m.,13.41,4.86,134.5,315.0,690,538,1.4,0.345,0.34,0.0,10.782,41.0,3.12,
11/23/2021 4:50:14 a. m.,2021/11/23,4:50:14 a. m.,13.41,4.86,134.5,315.0,690,538,1.4,0.345,0.34,0.0,10.781,41.1,3.12,
11/23/2021 4:50:19 a. m.,2021/11/23,4:50:19 a. m.,13.41,4.86,134.5,314.9,690,538,1.4,0.345,0.34,0.0,10.781,41.2,3.13,
11/23/2021 4:50:24 a. m.,2021/11/23,4:50:24 a. m.,13.41,4.86,134.5,314.9,690,538,1.4,0.345,0.34,0.0,10.785,41.2,3.13,
11/23/2021 4:50:29 a. m.,2021/11/23,4:50:29 a. m.,13.41,4.86,134.5,314.8,690,538,1.4,0.345,0.34,0.0,10.783,41.2,3.13,
11/23/2021 4:50:34 a. m.,2021/11/23,4:50:34 a. m.,13.41,4.86,134.4,314.8,690,538,1.4,0.345,0.34,0.0,10.782,41.2,3.13,
11/23/2021 4:50:39 a. m.,2021/11/23,4:50:39 a. m.,13.41,4.86,134.5,314.8,690,538,1.4,0.345,0.34,0.0,10.782,41.2,3.13,
11/23/2021 4:50:44 a. m.,2021/11/23,4:50:44 a. m.,13.41,4.86,134.5,314.8,690,538,1.4,0.345,0.34,0.0,10.780,41.2,3.13,
11/23/2021 4:50:49 a. m.,2021/11/23,4:50:49 a. m.,13.41,4.86,134.5,314.8,690,538,1.4,0.345,0.34,0.0,10.780,41.1,3.12,
11/23/2021 4:50:54 a. m.,2021/11/23,4:50:54 a. m.,13.41,4.86,134.5,314.9,690,538,1.4,0.345,0.34,0.0,10.782,41.1,3.13,
11/23/2021 4:50:59 a. m.,2021/11/23,4:50:59 a. m.,13.41,4.86,134.5,314.9,690,538,1.4,0.345,0.34,0.0,10.783,41.1,3.13,
11/23/2021 4:51:04 a. m.,2021/11/23,4:51:04 a. m.,13.41,4.86,134.5,314.9,690,538,1.4,0.345,0.34,0.0,10.783,41.1,3.13,
11/23/2021 4:51:09 a. m.,2021/11/23,4:51:09 a. m.,13.41,4.86,134.5,314.9,690,538,1.4,0.345,0.34,0.0,10.781,41.2,3.13,
11/23/2021 4:51:14 a. m.,2021/11/23,4:51:14 a. m.,13.41,4.86,134.5,314.9,690,538,1.4,0.345,0.34,0.0,10.781,41.2,3.13,
11/23/2021 4:51:19 a. m.,2021/11/23,4:51:19 a. m.,13.41,4.86,134.5,314.9,690,538,1.4,0.345,0.34,0.0,10.783,41.1,3.13,
11/23/2021 4:51:24 a. m.,2021/11/23,4:51:24 a. m.,13.41,4.86,134.5,315.0,690,538,1.4,0.345,0.34,0.0,10.783,41.1,3.13,
11/23/2021 4:51:29 a. m.,2021/11/23,4:51:29 a. m.,13.40,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.786,41.1,3.12,
11/23/2021 4:51:34 a. m.,2021/11/23,4:51:34 a. m.,13.40,4.86,134.5,315.0,690,538,1.4,0.345,0.34,0.0,10.784,41.0,3.12,
11/23/2021 4:51:39 a. m.,2021/11/23,4:51:39 a. m.,13.40,4.86,134.5,315.0,690,538,1.4,0.345,0.34,0.0,10.783,41.0,3.11,
11/23/2021 4:51:44 a. m.,2021/11/23,4:51:44 a. m.,13.40,4.85,134.7,315.0,690,538,1.4,0.345,0.34,0.0,10.781,40.9,3.11,
11/23/2021 4:51:49 a. m.,2021/11/23,4:51:49 a. m.,13.40,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.783,40.9,3.11,
11/23/2021 4:51:54 a. m.,2021/11/23,4:51:54 a. m.,13.41,4.86,134.5,315.0,690,538,1.4,0.345,0.34,0.0,10.782,40.8,3.10,
11/23/2021 4:51:59 a. m.,2021/11/23,4:51:59 a. m.,13.40,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.781,40.8,3.10,
11/23/2021 4:52:04 a. m.,2021/11/23,4:52:04 a. m.,13.40,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.782,40.7,3.09,
11/23/2021 4:52:09 a. m.,2021/11/23,4:52:09 a. m.,13.41,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.782,40.7,3.09,
11/23/2021 4:52:14 a. m.,2021/11/23,4:52:14 a. m.,13.41,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.781,40.6,3.09,
11/23/2021 4:52:19 a. m.,2021/11/23,4:52:19 a. m.,13.41,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.781,40.6,3.08,
11/23/2021 4:52:24 a. m.,2021/11/23,4:52:24 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.783,40.5,3.08,
11/23/2021 4:52:29 a. m.,2021/11/23,4:52:29 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.783,40.4,3.07,
11/23/2021 4:52:34 a. m.,2021/11/23,4:52:34 a. m.,13.41,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.783,40.3,3.06,
11/23/2021 4:52:39 a. m.,2021/11/23,4:52:39 a. m.,13.41,4.85,134.6,314.9,690,538,1.4,0.345,0.34,0.0,10.783,40.2,3.06,
11/23/2021 4:52:44 a. m.,2021/11/23,4:52:44 a. m.,13.41,4.85,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.783,40.1,3.05,
11/23/2021 4:52:49 a. m.,2021/11/23,4:52:49 a. m.,13.41,4.85,134.6,314.9,690,538,1.4,0.345,0.34,0.0,10.783,40.1,3.04,
11/23/2021 4:52:54 a. m.,2021/11/23,4:52:54 a. m.,13.41,4.86,134.5,314.9,690,538,1.4,0.345,0.34,0.0,10.786,40.0,3.04,
11/23/2021 4:52:59 a. m.,2021/11/23,4:52:59 a. m.,13.41,4.86,134.6,314.9,690,538,1.4,0.345,0.34,0.0,10.783,39.9,3.03,
11/23/2021 4:53:04 a. m.,2021/11/23,4:53:04 a. m.,13.41,4.86,134.6,314.9,690,538,1.4,0.345,0.34,0.0,10.781,39.8,3.02,
11/23/2021 4:53:09 a. m.,2021/11/23,4:53:09 a. m.,13.41,4.86,134.6,314.9,690,538,1.4,0.345,0.34,0.0,10.781,39.7,3.02,
11/23/2021 4:53:14 a. m.,2021/11/23,4:53:14 a. m.,13.41,4.86,134.6,314.9,690,538,1.4,0.345,0.34,0.0,10.779,39.6,3.00,
11/23/2021 4:53:19 a. m.,2021/11/23,4:53:19 a. m.,13.41,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.780,39.4,2.99,
11/23/2021 4:53:24 a. m.,2021/11/23,4:53:24 a. m.,13.41,4.86,134.6,315.0,690,538,1.4,0.345,0.34,0.0,10.780,39.3,2.99,
11/23/2021 4:53:29 a. m.,2021/11/23,4:53:29 a. m.,13.41,4.86,134.5,315.0,690,538,1.4,0.345,0.34,0.0,10.779,39.2,2.98,
11/23/2021 4:53:34 a. m.,2021/11/23,4:53:34 a. m.,13.41,4.85,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.778,39.1,2.97,
11/23/2021 4:53:39 a. m.,2021/11/23,4:53:39 a. m.,13.40,4.86,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.779,39.1,2.97,
11/23/2021 4:53:44 a. m.,2021/11/23,4:53:44 a. m.,13.40,4.85,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.780,39.0,2.96,
11/23/2021 4:53:49 a. m.,2021/11/23,4:53:49 a. m.,13.40,4.85,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.779,39.0,2.96,
11/23/2021 4:53:54 a. m.,2021/11/23,4:53:54 a. m.,13.40,4.85,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.780,38.9,2.96,
11/23/2021 4:53:59 a. m.,2021/11/23,4:53:59 a. m.,13.40,4.85,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.780,38.9,2.95,
11/23/2021 4:54:04 a. m.,2021/11/23,4:54:04 a. m.,13.40,4.85,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.781,38.8,2.95,
11/23/2021 4:54:09 a. m.,2021/11/23,4:54:09 a. m.,13.40,4.86,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.781,38.7,2.94,
11/23/2021 4:54:14 a. m.,2021/11/23,4:54:14 a. m.,13.40,4.86,134.5,315.1,690,538,1.4,0.345,0.34,0.0,10.783,38.6,2.93,
11/23/2021 4:54:19 a. m.,2021/11/23,4:54:19 a. m.,13.40,4.86,134.5,315.1,690,538,1.4,0.345,0.34,0.0,10.779,38.5,2.93,
11/23/2021 4:54:24 a. m.,2021/11/23,4:54:24 a. m.,13.40,4.86,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.782,38.5,2.92,
11/23/2021 4:54:29 a. m.,2021/11/23,4:54:29 a. m.,13.40,4.85,134.7,315.1,690,538,1.4,0.345,0.34,0.0,10.781,38.4,2.92,
11/23/2021 4:54:34 a. m.,2021/11/23,4:54:34 a. m.,13.40,4.86,134.5,315.1,690,538,1.4,0.345,0.34,0.0,10.783,38.3,2.91,
11/23/2021 4:54:39 a. m.,2021/11/23,4:54:39 a. m.,13.40,4.85,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.783,38.3,2.91,
11/23/2021 4:54:44 a. m.,2021/11/23,4:54:44 a. m.,13.40,4.85,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.782,38.3,2.91,
11/23/2021 4:54:49 a. m.,2021/11/23,4:54:49 a. m.,13.40,4.85,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.781,38.4,2.91,
11/23/2021 4:54:54 a. m.,2021/11/23,4:54:54 a. m.,13.40,4.86,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.784,38.4,2.92,
11/23/2021 4:54:59 a. m.,2021/11/23,4:54:59 a. m.,13.40,4.86,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.782,38.4,2.92,
11/23/2021 4:55:04 a. m.,2021/11/23,4:55:04 a. m.,13.40,4.86,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.782,38.5,2.92,
11/23/2021 4:55:09 a. m.,2021/11/23,4:55:09 a. m.,13.40,4.86,134.6,315.2,690,538,1.4,0.345,0.34,0.0,10.779,38.5,2.92,
11/23/2021 4:55:14 a. m.,2021/11/23,4:55:14 a. m.,13.40,4.86,134.6,315.2,690,538,1.4,0.345,0.34,0.0,10.782,38.5,2.92,
11/23/2021 4:55:19 a. m.,2021/11/23,4:55:19 a. m.,13.40,4.86,134.6,315.2,690,538,1.4,0.345,0.34,0.0,10.784,38.5,2.92,
11/23/2021 4:55:24 a. m.,2021/11/23,4:55:24 a. m.,13.40,4.86,134.6,315.2,690,538,1.4,0.345,0.34,0.0,10.782,38.5,2.92,
11/23/2021 4:55:29 a. m.,2021/11/23,4:55:29 a. m.,13.40,4.86,134.6,315.2,690,538,1.4,0.345,0.34,0.0,10.780,38.5,2.92,
11/23/2021 4:55:34 a. m.,2021/11/23,4:55:34 a. m.,13.40,4.86,134.5,315.2,690,538,1.4,0.345,0.34,0.0,10.780,38.5,2.92,
11/23/2021 4:55:39 a. m.,2021/11/23,4:55:39 a. m.,13.40,4.86,134.6,315.2,690,538,1.4,0.345,0.34,0.0,10.782,38.5,2.92,
11/23/2021 4:55:44 a. m.,2021/11/23,4:55:44 a. m.,13.40,4.86,134.6,315.2,690,538,1.4,0.345,0.34,0.0,10.783,38.6,2.93,
11/23/2021 4:55:49 a. m.,2021/11/23,4:55:49 a. m.,13.40,4.86,134.6,315.2,690,538,1.4,0.345,0.34,0.0,10.782,38.8,2.95,
11/23/2021 4:55:54 a. m.,2021/11/23,4:55:54 a. m.,13.40,4.86,134.6,315.2,690,538,1.4,0.345,0.34,0.0,10.783,38.9,2.96,
11/23/2021 4:55:59 a. m.,2021/11/23,4:55:59 a. m.,13.40,4.86,134.5,315.2,690,538,1.4,0.345,0.34,0.0,10.783,39.1,2.97,
11/23/2021 4:56:04 a. m.,2021/11/23,4:56:04 a. m.,13.40,4.86,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.781,39.2,2.98,
11/23/2021 4:56:09 a. m.,2021/11/23,4:56:09 a. m.,13.39,4.86,134.5,315.1,690,538,1.4,0.345,0.34,0.0,10.782,39.3,2.99,
11/23/2021 4:56:14 a. m.,2021/11/23,4:56:14 a. m.,13.39,4.86,134.5,315.0,690,538,1.4,0.345,0.34,0.0,10.780,39.3,2.98,
11/23/2021 4:56:19 a. m.,2021/11/23,4:56:19 a. m.,13.39,4.86,134.5,315.0,690,538,1.4,0.345,0.34,0.0,10.780,39.2,2.98,
11/23/2021 4:56:24 a. m.,2021/11/23,4:56:24 a. m.,13.40,4.86,134.5,315.0,690,538,1.4,0.345,0.34,0.0,10.781,39.2,2.98,
11/23/2021 4:56:29 a. m.,2021/11/23,4:56:29 a. m.,13.40,4.86,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.783,39.1,2.97,
11/23/2021 4:56:34 a. m.,2021/11/23,4:56:34 a. m.,13.40,4.86,134.5,315.1,690,538,1.4,0.345,0.34,0.0,10.785,39.1,2.97,
11/23/2021 4:56:39 a. m.,2021/11/23,4:56:39 a. m.,13.40,4.86,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.784,39.1,2.97,
11/23/2021 4:56:44 a. m.,2021/11/23,4:56:44 a. m.,13.40,4.86,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.785,39.1,2.97,
11/23/2021 4:56:49 a. m.,2021/11/23,4:56:49 a. m.,13.40,4.86,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.784,39.1,2.97,
11/23/2021 4:56:54 a. m.,2021/11/23,4:56:54 a. m.,13.39,4.86,134.6,315.2,690,538,1.4,0.345,0.34,0.0,10.783,39.1,2.97,
11/23/2021 4:56:59 a. m.,2021/11/23,4:56:59 a. m.,13.39,4.86,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.782,39.0,2.97,
11/23/2021 4:57:04 a. m.,2021/11/23,4:57:04 a. m.,13.39,4.86,134.5,315.1,690,538,1.4,0.345,0.34,0.0,10.785,39.0,2.96,
11/23/2021 4:57:09 a. m.,2021/11/23,4:57:09 a. m.,13.39,4.86,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.782,38.9,2.95,
11/23/2021 4:57:14 a. m.,2021/11/23,4:57:14 a. m.,13.40,4.85,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.782,38.8,2.95,
11/23/2021 4:57:19 a. m.,2021/11/23,4:57:19 a. m.,13.39,4.86,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.781,38.8,2.95,
11/23/2021 4:57:24 a. m.,2021/11/23,4:57:24 a. m.,13.39,4.86,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.783,38.8,2.95,
11/23/2021 4:57:29 a. m.,2021/11/23,4:57:29 a. m.,13.39,4.86,134.5,315.1,690,538,1.4,0.345,0.34,0.0,10.785,38.5,2.93,
11/23/2021 4:57:34 a. m.,2021/11/23,4:57:34 a. m.,13.39,4.86,134.5,315.1,690,538,1.4,0.345,0.34,0.0,10.783,38.5,2.93,
11/23/2021 4:57:39 a. m.,2021/11/23,4:57:39 a. m.,13.39,4.86,134.4,315.0,690,538,1.4,0.345,0.34,0.0,10.783,38.8,2.95,
11/23/2021 4:57:44 a. m.,2021/11/23,4:57:44 a. m.,13.39,4.86,134.4,315.0,690,538,1.4,0.345,0.34,0.0,10.782,39.1,2.97,
11/23/2021 4:57:49 a. m.,2021/11/23,4:57:49 a. m.,13.39,4.86,134.4,315.0,690,538,1.4,0.345,0.34,0.0,10.783,39.4,3.00,
11/23/2021 4:57:54 a. m.,2021/11/23,4:57:54 a. m.,13.39,4.86,134.4,315.0,690,538,1.4,0.345,0.34,0.0,10.778,39.6,3.01,
11/23/2021 4:57:59 a. m.,2021/11/23,4:57:59 a. m.,13.39,4.86,134.4,315.0,690,538,1.4,0.345,0.34,0.0,10.781,39.7,3.02,
11/23/2021 4:58:04 a. m.,2021/11/23,4:58:04 a. m.,13.39,4.86,134.4,315.0,690,538,1.4,0.345,0.34,0.0,10.782,39.8,3.03,
11/23/2021 4:58:09 a. m.,2021/11/23,4:58:09 a. m.,13.39,4.86,134.5,315.1,690,538,1.4,0.345,0.34,0.0,10.783,39.9,3.03,
11/23/2021 4:58:14 a. m.,2021/11/23,4:58:14 a. m.,13.39,4.86,134.4,315.1,690,538,1.4,0.345,0.34,0.0,10.782,40.0,3.04,
11/23/2021 4:58:19 a. m.,2021/11/23,4:58:19 a. m.,13.39,4.86,134.5,315.1,690,538,1.4,0.345,0.34,0.0,10.785,40.0,3.04,
11/23/2021 4:58:24 a. m.,2021/11/23,4:58:24 a. m.,13.39,4.86,134.5,315.1,690,538,1.4,0.345,0.34,0.0,10.783,40.1,3.05,
11/23/2021 4:58:29 a. m.,2021/11/23,4:58:29 a. m.,13.39,4.86,134.5,315.1,690,538,1.4,0.345,0.34,0.0,10.786,40.1,3.05,
11/23/2021 4:58:34 a. m.,2021/11/23,4:58:34 a. m.,13.39,4.86,134.5,315.1,690,538,1.4,0.345,0.34,0.0,10.785,40.1,3.05,
11/23/2021 4:58:39 a. m.,2021/11/23,4:58:39 a. m.,13.39,4.86,134.5,315.1,690,538,1.4,0.345,0.34,0.0,10.784,40.0,3.04,
11/23/2021 4:58:44 a. m.,2021/11/23,4:58:44 a. m.,13.39,4.86,134.6,315.1,690,538,1.4,0.345,0.34,0.0,10.784,40.0,3.04,
11/23/2021 4:58:49 a. m.,2021/11/23,4:58:49 a. m.,13.39,4.86,134.5,315.1,690,538,1.4,0.345,0.34,0.0,10.781,39.9,3.03,
11/23/2021 4:58:54 a. m.,2021/11/23,4:58:54 a. m.,13.39,4.86,134.5,315.1,690,538,1.4,0.345,0.34,0.0,10.781,39.9,3.03,
11/23/2021 4:58:59 a. m.,2021/11/23,4:58:59 a. m.,13.39,4.86,134.5,315.1,690,538,1.4,0.345,0.34,0.0,10.781,39.8,3.02,
11/23/2021 4:59:04 a. m.,2021/11/23,4:59:04 a. m.,13.39,4.86,134.5,315.1,690,538,1.4,0.345,0.34,0.0,10.782,39.7,3.02,
11/23/2021 4:59:09 a. m.,2021/11/23,4:59:09 a. m.,13.39,4.86,134.5,315.2,690,538,1.4,0.345,0.34,0.0,10.781,39.6,3.01,
11/23/2021 4:59:14 a. m.,2021/11/23,4:59:14 a. m.,13.39,4.86,134.5,315.2,690,538,1.4,0.345,0.34,0.0,10.784,39.6,3.01,
11/23/2021 4:59:19 a. m.,2021/11/23,4:59:19 a. m.,13.39,4.86,134.5,315.2,690,538,1.4,0.345,0.34,0.0,10.784,39.6,3.01,
11/23/2021 4:59:24 a. m.,2021/11/23,4:59:24 a. m.,13.39,4.85,134.6,315.2,690,538,1.4,0.345,0.34,0.0,10.785,39.5,3.01,
11/23/2021 4:59:29 a. m.,2021/11/23,4:59:29 a. m.,13.39,4.86,134.5,315.2,690,538,1.4,0.345,0.34,0.0,10.787,39.5,3.00,
11/23/2021 4:59:34 a. m.,2021/11/23,4:59:34 a. m.,13.39,4.86,134.6,315.2,690,538,1.4,0.345,0.34,0.0,10.785,39.5,3.00,
